UNLV-ISRI OCR Accuracy Report Version 5.1
-----------------------------------------
   30190   Characters
    2498   Errors
   91.73%  Accuracy

       0   Reject Characters
       0   Suspect Markers
       0   False Marks
    0.00%  Characters Marked
   91.73%  Accuracy After Correction

     Ins    Subst      Del   Errors
       0        0        0        0   Marked
     236      902     1360     2498   Unmarked
     236      902     1360     2498   Total

   Count   Missed   %Right
    6171       97    98.43   ASCII Spacing Characters
     264       23    91.29   ASCII Special Symbols
   23752     1015    95.73   Basic Arabic
       3        3     0.00   Arabic Extended
   30190     1138    96.23   Total

  Errors   Marked   Correct-Generated
     415        0   {}-{<\n>}
     335        0   {}-{ }
     158        0   {}-{‏ }
      86        0   {ا}-{أ}
      81        0   {ي}-{ب}
      62        0   { }-{}
      59        0   {ف}-{ن}
      48        0   {ن}-{}
      48        0   {}-{، }
      41        0   {ت}-{}
      39        0   {،}-{.}
      31        0   {أ}-{آ}
      29        0   {}-{"}
      27        0   {،}-{‎٠‏}
      22        0   {}-{ً}
      20        0   {ا}-{إ}
      19        0   {ث}-{م}
      18        0   {م}-{س}
      18        0   {}-{: }
      17        0   {أ}-{إ}
      17        0   {ت}-{م}
      17        0   {}-{ل}
      16        0   { .}-{.<\n>}
      16        0   {ج}-{ح}
      15        0   {ؤ}-{و}
      15        0   {خ}-{ح}
      15        0   {}-{ن}
      14        0   {ت}-{ن}
      14        0   {ف}-{ق}
      14        0   {}-{م}
      13        0   {ئ}-{ث}
      12        0   { ،}-{،<\n>}
      12        0   {ث}-{ت}
      12        0   {}-{‎ }
      11        0   {أ}-{ا}
      10        0   {ي}-{ى}
       9        0   {.}-{‎٠‏}
       9        0   {ث}-{<\n>}
       9        0   {}-{ ،<\n>}
       9        0   {}-{ ‏ ، ف...}
       8        0   {ؤ}-{وء}
       8        0   {ا}-{<\n>أ}
       8        0   {ا}-{}
       8        0   {ف}-{ث}
       8        0   {ني}-{ي<\n>}
       8        0   {}-{ا}
       8        0   {}-{ي}
       7        0   {إ}-{ا}
       7        0   {ن}-{م}
       7        0   {}-{'}
       6        0   {آت}-{ ‎٣‏ ...}
       6        0   {تعال...}-{}
       6        0   {ث}-{<\n>ت}
       6        0   {م}-{}
       6        0   {ي}-{‏ ب}
       6        0   {}-{تعال...}
       6        0   {}-{ً<\n>}
       6        0   {}-{‏}
       5        0   {برص .}-{"؍س.<\n>}
       5        0   {ث}-{ن}
       5        0   {ل}-{ا}
       5        0   {ى}-{}
       5        0   {يلهم...}-{}
       5        0   {}-{آ}
       5        0   {}-{الله...}
       5        0   {}-{ب}
       5        0   {}-{ت}
       5        0   {}-{و}
       5        0   {}-{‎ ،‏ }
       4        0   { .}-{<\n>}
       4        0   { ث}-{<\n>م}
       4        0   {،}-{.<\n>}
       4        0   {،}-{:}
       4        0   {آت}-{٣‏ ن}
       4        0   {ؤ}-{و"}
       4        0   {اً .}-{م.<\n>}
       4        0   {ا}-{ أ}
       4        0   {بأن }-{}
       4        0   {ت}-{<\n>ن}
       4        0   {ث}-{ئ}
       4        0   {ث}-{تنت<\n>}
       4        0   {ط}-{يل}
       4        0   {ف}-{<\n>ن}
       4        0   {ه}-{ة}
       4        0   {ي}-{ ب}
       4        0   {ي}-{}
       4        0   {ً}-{}
       4        0   {}-{أخت }
       4        0   {}-{ر }
       4        0   {}-{‎٠‏ }
       3        0   {.}-{‎١٠}
       3        0   {؛}-{:}
       3        0   {؟}-{‎٢‏}
       3        0   {؟}-{‎٤‏}
       3        0   {أ}-{الآ}
       3        0   {إ}-{أ}
       3        0   {إ}-{‏ ]}
       3        0   {ا}-{'<\n>أ}
       3        0   {ا}-{ل'ز}
       3        0   {ا}-{ً}
       3        0   {ب}-{ تة}
       3        0   {ب}-{ن}
       3        0   {ب}-{}
       3        0   {ةأ}-{ه<\n>إ}
       3        0   {ة}-{ه}
       3        0   {ة}-{}
       3        0   {ت}-{ي}
       3        0   {ثم}-{م"<\n>}
       3        0   {ثنى}-{ئي}
       3        0   {ج}-{ببت}
       3        0   {ز}-{ر}
       3        0   {ز}-{مر }
       3        0   {س}-{۔}
       3        0   {ض}-{غر<\n>}
       3        0   {في }-{}
       3        0   {ف}-{، ن}
       3        0   {ف}-{‏ ن}
       3        0   {ل .}-{ه<\n>}
       3        0   {لل}-{<\n>اا}
       3        0   {ل}-{ن}
       3        0   {م}-{ه}
       3        0   {نيإ}-{ي<\n>ا}
       3        0   {ن}-{ف}
       3        0   {ه .}-{ة.<\n>}
       3        0   {ه}-{م}
       3        0   {ً .}-{.<\n>}
       3        0   {}-{ر}
       3        0   {}-{٠‏ }
       2        0   { ،}-{.}
       2        0   { ث}-{}
       2        0   { }-{')}
       2        0   { }-{<\n>.}
       2        0   {.١}-{٠‏}
       2        0   {.٢}-{‎١}
       2        0   {، }-{}
       2        0   {ء}-{ئا}
       2        0   {آ}-{أ }
       2        0   {آ}-{أ}
       2        0   {أن}-{إف}
       2        0   {أ}-{<\n>إ}
       2        0   {ؤي}-{وب}
       2        0   {إ}-{ل}
       2        0   {ئا}-{ء}
       2        0   {ئ}-{ ي}
       2        0   {ا }-{أ،}
       2        0   {اس}-{أش}
       2        0   {ان}-{أث}
       2        0   {ان}-{إ}
       2        0   {ا}-{ "}
       2        0   {ا}-{!}
       2        0   {ا}-{أو}
       2        0   {ا}-{<\n>إ}
       2        0   {بخ}-{مح}
       2        0   {به}-{:}
       2        0   {ب}-{<\n>ر}
       2        0   {ة}-{ذ<\n>}
       2        0   {ته}-{م}
       2        0   {تى}-{د}
       2        0   {ت}-{ب}
       2        0   {ث}-{ ت}
       2        0   {ث}-{، }
       2        0   {ث}-{ش}
       2        0   {ث}-{ك}
       2        0   {ث}-{ي}
       2        0   {ث}-{<\n>ك}
       2        0   {جن}-{ضم}
       2        0   {ج}-{حع}
       2        0   {ح}-{خ}
       2        0   {د}-{ا }
       2        0   {رغ}-{مع}
       2        0   {ر}-{زة}
       2        0   {ر}-{ز}
       2        0   {س}-{<\n>۔}
       2        0   {ش}-{ثن}
       2        0   {ش}-{ث}
       2        0   {عم}-{ه}
       2        0   {في}-{ث}
       2        0   {في}-{ق}
       2        0   {في}-{ن}
       2        0   {ف}-{ثق}
       2        0   {ف}-{<\n>ق}
       2        0   {ف}-{<\n>ڤ}
       2        0   {ق}-{ ف}
       2        0   {ق}-{ف}
       2        0   {لج}-{بح}
       2        0   {لق}-{قا}
       2        0   {ل}-{إ}
       2        0   {ل}-{}
       2        0   {ما}-{أ}
       2        0   {مز}-{ى }
       2        0   {من}-{س}
       2        0   {م}-{؍}
       2        0   {م}-{قت}
       2        0   {م}-{كي}
       2        0   {م}-{لب}
       2        0   {ني}-{يً}
       2        0   {ه}-{پس}
       2        0   {وش}-{شس}
       2        0   {و}-{ن }
       2        0   {و}-{ۆ}
       2        0   {و}-{}
       2        0   {ىء}-{ئ}
